Full Name,Status,#,Post Name,Category,Employee Category,Practice Group,Team,Team Code,Location
Millie Aguilar,,1499,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Milo Meyers,,7720,VisualFiles Developer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Leyla Dean,,9819,Associate,Associate,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,Bristol
Ronan Parsons,,5186,Recruitment Manager,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Maia Buck,,8096,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,Bristol
Jon Lynn,,9786,Vice President,Associate Director,US - Operations,"US - Firm Management USA,",US - Operations,6900,Palo Alto
Samira Ramos,,5609,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Angel Waller,,10126,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,London
Whitley Melendez,,6912,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,Bristol
Nikolas Edwards,,8097,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Ivy Lucero,,9687,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,London
Felipe Moreno,,8258,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Mary Hull,,4222,Workplace Services Manager,Workplace Services,UK - Business Services,"UK - Workplace Services,",UK - Workplace Services,6700,Bristol
Salem Larson,,10947,Digital Channels Executive,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,London
Alayna Sierra,,11527,Junior Legal Project Manager,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Dayton Bowers,,10196,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - PA Support,200,London
Elisa Hurst,,5594,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,London
Neil Haynes,,5358,Associate Director (Scottish Qualified),Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Lexi Jimenez,,7354,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Tax,400,London
Silas Bradford,,9049,Solutions Senior Manager,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Rhea Horton,,9645,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Reading
Garrett Mack,,5481,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,Reading
Nadia Wu,,10532,Trainee Solicitor Secondment,Trainee Solicitor,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Kyson House,,9689,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Sariah Aguilar,,10534,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Milo Cooper,,10906,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Serenity Crosby,,11132,Solutions Apprentice,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Tristen Randall,,4969,IT Service Desk Manager,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Christina Petersen,,5700,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Samson Ayers,,9825,Legal Project Manager,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Simone Jenkins,,4281,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Declan Barry,,9248,Senior Finance Analyst,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Waverly Henson,,9499,Reward Assistant,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Bellamy Moon,,7237,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,Bristol
Naya Lowe,,9705,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,Bristol
Julius McLean,,11280,Business Development Executive,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,London
Sky Kline,,3819,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,Bristol
Ramon Russell,,9737,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Raelynn Welch,,8682,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,Bristol
Hendrix McPherson,,8311,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Reading
Emmaline Norton,,828,Partnership Accountant,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Callen McCall,,1386,Senior PA,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,Reading
Kai Manning,,1643,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,London
Seth Fuentes,,3284,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,Bristol
Madeleine McClain,,4340,Senior PA,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,Bristol
Mitchell Clark,,8675,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,Bristol
Chloe Davis,,10070,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Reading
Lucas Cherry,,10911,Innovation Manager,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Nyomi Mosley,,1865,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,London
Rayden Sierra,,7231,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,London
Marceline Hebert,,9332,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Guillermo Pena,,11401,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,London
Rachel Lopez,,2628,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - PA Support,200,Bristol
Michael Barry,,4512,Chartered Legal Executive,Legal Executive,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Reading
Waverly Howe,,10529,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,Bristol
Alaric Thornton,,5571,HR Business Partner,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Haisley Bradford,,934,Legal Director,Legal Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Ander Gould,,8008,Senior IT Trainer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Violeta Mercado,,10709,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Abram Jacobs,,8492,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,London
Camilla Donaldson,,6806,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Restructuring and Insolvency,200,Bristol
Canaan Humphrey,,9164,Solicitor Apprentice,Solicitor Apprentice (UK),UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,Bristol
Journi Delarosa,,11218,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,Reading
Osiris Wilson,,10192,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Luna Magana,,5574,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Rey Fields,,7072,Senior Application Support Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Annie Harrison,,8972,VisualFiles Developer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Gavin Love,,9692,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Avianna McCann,,7694,Senior Legal Cashier,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Heath Ruiz,,6693,Senior PA - Resource Coordinator,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,Bristol
Emery Lawrence,,9201,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,Bristol
Kaleb Castro,,11485,Intern,Intern,US - Operations,"US - Firm Management USA,",US - Operations,6900,New York
Eloise Truong,,7271,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Ayan Russell,,5699,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,London
Raelynn Sanchez,,8261,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,London
Joseph Austin,,10730,HR Assistant,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Alivia Sharp,,9262,Associate,Associate,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,London
Royce Savage,,3450,Senior Conveyancing Executive,Legal Executive,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Louise Vasquez,,3679,Conveyancing Executive,Legal Executive,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Rowan Dixon,,8384,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,Bristol
Blakely Kelley,,8965,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - IP Disputes,200,London
Eric Fletcher,,1415,Programme Manager,Change Function,UK - Business Services,"UK - Change Function,",UK - Change Function,6850,Bristol
Anaya Maldonado,,9787,Head of US Business Development,Business Operations & Mgt,US - Operations,"US - Firm Management USA,",US - Operations,6900,New York
Javier Salinas,,7341,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Royalty Caldwell,,7046,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Reading
Rylan Magana,,9200,Senior Paralegal,Paralegal,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Amaris Fuentes,,10337,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,Reading
Bowen Mack,,4547,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,London
Nadia Estrada,,8262,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,Bristol
Phoenix Chavez,,10607,Solicitor Apprentice,Solicitor Apprentice (UK),UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Nevaeh Hogan,,10613,Solicitor Apprentice,Solicitor Apprentice (UK),UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,London
Sonny Figueroa,,11184,Solicitor Apprentice,Solicitor Apprentice (UK),UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,Bristol
Lilith Good,,10076,Junior PA,Jr PA / Admin Assistant,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - PA Support,200,London
Davian Strong,,7199,Events Team Manager,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,London
Margo Perkins,,9740,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Construction Disputes,200,Bristol
Kyrie Todd,,5659,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Zariah Meadows,,10461,Paralegal,Paralegal,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Wayne Ramsey,,8087,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Reading
Vic Black,,5287,Recruitment Assistant,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Shawn Click,,11283,Business Development & Marketing Lead,Marketing & Sales,US - Operations,"US - Firm Management USA,",US - Operations,6900,New York
Matt McDillan,,10326,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,Bristol
Andy Meyer,,9001,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,Bristol
Zola Solis,,6505,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,London
Tristan Clements,,1907,CRM Database Assistant,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,London
Miracle Goodman,,10325,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Fisher Ponce,,6710,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Carolina Leblanc,,7942,Head of Disputes & Risk Knowledge,Knowledge,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - Professional Support,200,London
Langston Gentry,,6466,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Novalee Thornton,,11152,Solutions Apprentice,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Magnus Brewer,,11457,AML Officer,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Haisley Wilson,,5089,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Construction Disputes,200,London
Cruz Black,,5686,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - IP Disputes,200,London
Luna Murphy,,7481,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Construction Disputes,200,London
Matteo Massey,,10525,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,Bristol
Bella Hudson,,8660,Senior Associate (Chartered Trade Mark Attorney),Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - IP Disputes,200,London
Donald Harper,,1561,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,London
Kamila Banks,,4067,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Hayes McIntyre,,3340,Chartered Legal Executive,Legal Executive,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Cali Mann,,7783,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,Bristol
Eliseo Montoya,,8075,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,London
Paislee Jimenez,,9828,Elite 3E Project Manager,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,London
Ford Munoz,,9585,Junior PA,Jr PA / Admin Assistant,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,London
Adeline Logan,,5182,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - IP Disputes,200,London
Justin Steele,,11026,Business Analyst,Change Function,UK - Business Services,"UK - Change Function,",UK - Change Function,6850,Bristol
